/* DATA DESCRIPTION:
Citation:	Cauquoin, Alexandre; Landais, Amaëlle; Raisbeck, Grant M; Jouzel, Jean; Bazin, Lucie; Kageyama, Masa; Peterschmitt, Jean-Yves; Werner, Martin; Bard, Edouard; ASTER Team (2015): Beryllium-10 concentration in the EPICA Dome C core between 2384.36 and 2626.25 m deep (269-355 ka on the EDC3 age scale) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.868834, 
	Supplement to: Cauquoin, A et al. (2015): Comparing past accumulation rate reconstructions in East Antarctic ice cores using 10Be, water isotopes and CMIP5-PMIP3 models. Climate of the Past, 11(3), 355-367, https://doi.org/10.5194/cp-11-355-2015
Abstract:	Ice cores are exceptional archives which allow us to reconstruct a wealth of climatic parameters as well as past atmospheric composition over the last 800 kyr in Antarctica. Inferring the variations in past accumulation rate in polar regions is essential both for documenting past climate and for ice core chronology. On the East Antarctic Plateau, the accumulation rate is so small that annual layers cannot be identified and accumulation rate is mainly deduced from the water isotopic composition assuming constant temporal relationships between temperature, water isotopic composition and accumulation rate. Such an assumption leads to large uncertainties on the reconstructed past accumulation rate. Here, we use high-resolution beryllium-10 (10Be) as an alternative tool for inferring past accumulation rate for the EPICA Dome C ice core, in East Antarctica. We present a high-resolution 10Be record covering a full climatic cycle over the period 269 to 355 ka from Marine Isotope Stage (MIS) 9 to 10, including a period warmer than pre-industrial (MIS 9.3 optimum). After correcting 10Be for the estimated effect of the palaeomagnetic field, we deduce that the 10Be reconstruction is in reasonably good agreement with EDC3 values for the full cycle except for the period warmer than present. For the latter, the accumulation is up to 13% larger (4.46 cm ie per yr instead of 3.95). This result is in agreement with the studies suggesting an underestimation of the deuterium-based accumulation for the optimum of the Holocene (Parrenin et al., 2007, doi:10.5194/cp-3-243-2007). Using the relationship between accumulation rate and surface temperature from the saturation vapour relationship, the 10Be-based accumulation rate reconstruction suggests that the temperature increase between the MIS 9.3 optimum and present day may be 2.4 K warmer than estimated by the water isotopes reconstruction. We compare these reconstructions to the available model results from CMIP5-PMIP3 for a glacial and an interglacial state, i.e. for the Last Glacial Maximum and pre-industrial climates. While 3 out of 7 models show relatively good agreement with the reconstructions of the accumulation-temperature relationships based on 10Be and water isotopes, the other models either underestimate or overestimate it, resulting in a range of model results much larger than the range of the reconstructions. Indeed, the models can encounter some difficulties in simulating precipitation changes linked with temperature or water isotope content on the East Antarctic Plateau during glacial-interglacial transition and need to be improved in the future.
Related to:	Cauquoin, Alexandre; Raisbeck, Grant M; Jouzel, Jean; Bard, Edouard; ASTER Team (2014): No evidence for planetary influence on solar activity 330,000 years ago. Astronomy & Astrophysics, 561, A132, https://doi.org/10.1051/0004-6361/201322879
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 2384.36 m * MAXIMUM DEPTH, ice/snow: 2626.25 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	To calculate the flux of 10Be: See equation 6 in Cauquoin et al. (2015) --> F(10Be) = C(10Be) x A x ice_density with A the accumulation rate and the ice density = 0.917 g/cm**3. Correction for the radioactive decay: x exp( ln2 / t1/2 x age) with t1/2 = 1390000 years.
	Projects: "French ANR project Dome A", "ERC grant COMBINISO (project no. 306045)", and "ASTER AMS national facility (CEREGE, Aix en Provence) supported by the INSU/CNRS, and the ANR through the ?Projets thématiques d'excellence? programme for the ?Equipements d'Excellence? ASTER-CEREGE action, IRD, and CEA".
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Cauquoin, Alexandre (https://orcid.org/0000-0002-4620-4696, cauquoin@iis.u-tokyo.ac.jp, https://www.awi.de/en/about-us/organisation/staff/alexandre-cauquoin.html)
	Beryllium-10, water [10**3 atoms/g] (10Be) * PI: Cauquoin, Alexandre (https://orcid.org/0000-0002-4620-4696, cauquoin@iis.u-tokyo.ac.jp, https://www.awi.de/en/about-us/organisation/staff/alexandre-cauquoin.html)
	Reference of data (Ref data) * PI: Cauquoin, Alexandre (https://orcid.org/0000-0002-4620-4696, cauquoin@iis.u-tokyo.ac.jp, https://www.awi.de/en/about-us/organisation/staff/alexandre-cauquoin.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	4396 data points
*/
Depth ice/snow [m]	10Be [10**3 atoms/g]	Ref data
2397.01	81.2027	Cauquoin et al. (2015)
2397.12	113.1511	Cauquoin et al. (2015)
2397.23	134.2802	Cauquoin et al. (2015)
2397.34	124.0240	Cauquoin et al. (2015)
2397.45	103.7115	Cauquoin et al. (2015)
2397.56	109.3780	Cauquoin et al. (2015)
2397.67	128.6614	Cauquoin et al. (2015)
2397.78	183.1650	Cauquoin et al. (2015)
2397.89	102.2201	Cauquoin et al. (2015)
2398.00	172.3163	Cauquoin et al. (2015)
2398.11	151.9690	Cauquoin et al. (2015)
2398.22	148.9057	Cauquoin et al. (2015)
2398.33	120.4780	Cauquoin et al. (2015)
2398.44	97.2188	Cauquoin et al. (2015)
2398.55	108.8987	Cauquoin et al. (2015)
2398.66	114.8978	Cauquoin et al. (2015)
2398.77	115.6391	Cauquoin et al. (2015)
2398.88	117.2524	Cauquoin et al. (2015)
2398.99	103.3318	Cauquoin et al. (2015)
2399.10	108.5410	Cauquoin et al. (2015)
2399.21	147.7943	Cauquoin et al. (2015)
2399.32	150.0832	Cauquoin et al. (2015)
2399.43	132.7569	Cauquoin et al. (2015)
2399.54	106.0880	Cauquoin et al. (2015)
2399.65	118.7393	Cauquoin et al. (2015)
2399.76	113.3613	Cauquoin et al. (2015)
2399.87	118.2590	Cauquoin et al. (2015)
2399.98	109.1833	Cauquoin et al. (2015)
2400.09	140.9611	Cauquoin et al. (2015)
2400.20	96.8605	Cauquoin et al. (2015)
2400.31	91.0267	Cauquoin et al. (2015)
2400.42	102.4122	Cauquoin et al. (2015)
2400.53	110.9392	Cauquoin et al. (2015)
2400.64	74.4634	Cauquoin et al. (2015)
2400.75	86.3841	Cauquoin et al. (2015)
2400.86	96.3761	Cauquoin et al. (2015)
2400.97	85.6246	Cauquoin et al. (2015)
2401.08	123.5169	Cauquoin et al. (2015)
2401.19	108.9276	Cauquoin et al. (2015)
2401.30	101.6188	Cauquoin et al. (2015)
2401.41	93.5703	Cauquoin et al. (2015)
2401.52	114.7495	Cauquoin et al. (2015)
2401.63	95.9379	Cauquoin et al. (2015)
2401.74	128.7589	Cauquoin et al. (2015)
2401.85	83.0825	Cauquoin et al. (2015)
2401.96	114.9060	Cauquoin et al. (2015)
2402.07	173.3636	Cauquoin et al. (2015)
2402.18	120.3112	Cauquoin et al. (2015)
2402.29	116.9533	Cauquoin et al. (2015)
2402.40	123.6275	Cauquoin et al. (2015)
2402.51	115.9080	Cauquoin et al. (2015)
2402.62	114.2697	Cauquoin et al. (2015)
2402.73	152.1080	Cauquoin et al. (2015)
2402.84	111.4722	Cauquoin et al. (2015)
2402.95	100.5995	Cauquoin et al. (2015)
2403.06	100.3239	Cauquoin et al. (2015)
2403.17	131.6819	Cauquoin et al. (2015)
2403.28	106.6070	Cauquoin et al. (2015)
2403.39	95.4597	Cauquoin et al. (2015)
2403.50	115.6498	Cauquoin et al. (2015)
2403.61	122.6838	Cauquoin et al. (2015)
2403.72	106.8771	Cauquoin et al. (2015)
2403.83	108.9027	Cauquoin et al. (2015)
2403.94	125.3314	Cauquoin et al. (2015)
2404.05	94.2957	Cauquoin et al. (2015)
2404.16	157.1501	Cauquoin et al. (2015)
2404.27	109.2001	Cauquoin et al. (2015)
2404.38	156.5810	Cauquoin et al. (2015)
2404.49	108.4853	Cauquoin et al. (2015)
2404.60	121.4946	Cauquoin et al. (2015)
2404.71	130.2509	Cauquoin et al. (2015)
2404.82	118.4069	Cauquoin et al. (2015)
2404.93	135.2404	Cauquoin et al. (2015)
2405.04	111.6957	Cauquoin et al. (2015)
2405.15	139.9723	Cauquoin et al. (2015)
2405.26	128.7891	Cauquoin et al. (2015)
2405.37	110.7581	Cauquoin et al. (2015)
2405.48	123.8766	Cauquoin et al. (2015)
2405.59	145.3947	Cauquoin et al. (2015)
2405.70	100.9357	Cauquoin et al. (2015)
2405.81	105.1875	Cauquoin et al. (2015)
2405.92	123.8779	Cauquoin et al. (2015)
2406.03	104.7287	Cauquoin et al. (2015)
2406.14	109.6845	Cauquoin et al. (2015)
2406.25	198.8316	Cauquoin et al. (2015)
2406.36	108.6464	Cauquoin et al. (2015)
2406.47	104.6264	Cauquoin et al. (2015)
2406.58	109.1553	Cauquoin et al. (2015)
2406.69	103.1322	Cauquoin et al. (2015)
2406.80	110.2029	Cauquoin et al. (2015)
2406.91	126.8921	Cauquoin et al. (2015)
2407.02	81.3693	Cauquoin et al. (2015)
2407.13	196.7616	Cauquoin et al. (2015)
2407.24	125.6089	Cauquoin et al. (2015)
2407.35	97.9322	Cauquoin et al. (2015)
2407.46	98.8630	Cauquoin et al. (2015)
2407.57	114.0878	Cauquoin et al. (2015)
2407.68	161.0324	Cauquoin et al. (2015)
2407.79	96.0285	Cauquoin et al. (2015)
2407.90	87.9622	Cauquoin et al. (2015)
2408.01	124.9150	Cauquoin et al. (2015)
2408.12	95.1251	Cauquoin et al. (2015)
2408.23	95.2760	Cauquoin et al. (2015)
2408.34	101.0248	Cauquoin et al. (2015)
2408.45	99.0955	Cauquoin et al. (2015)
2408.56	144.9527	Cauquoin et al. (2015)
2408.67	94.8164	Cauquoin et al. (2015)
2408.78	122.4050	Cauquoin et al. (2015)
2408.89	107.9670	Cauquoin et al. (2015)
2409.00	124.6482	Cauquoin et al. (2015)
2409.11	104.1248	Cauquoin et al. (2015)
2409.22	115.0894	Cauquoin et al. (2015)
2409.33	107.3203	Cauquoin et al. (2015)
2409.44	107.1373	Cauquoin et al. (2015)
2409.55	126.6101	Cauquoin et al. (2015)
2409.66	121.2335	Cauquoin et al. (2015)
2409.77	127.3366	Cauquoin et al. (2015)
2409.88	113.7892	Cauquoin et al. (2015)
2409.99	134.4181	Cauquoin et al. (2015)
2410.10	123.0405	Cauquoin et al. (2015)
2410.21	114.9344	Cauquoin et al. (2015)
2410.32	125.8408	Cauquoin et al. (2015)
2410.43	149.3098	Cauquoin et al. (2015)
2410.54	102.0147	Cauquoin et al. (2015)
2410.76	139.9421	Cauquoin et al. (2015)
2410.87	118.5591	Cauquoin et al. (2015)
2410.98	138.1344	Cauquoin et al. (2015)
2411.09	77.8777	Cauquoin et al. (2015)
2411.20	104.7044	Cauquoin et al. (2015)
2411.31	132.8507	Cauquoin et al. (2015)
2411.42	122.6445	Cauquoin et al. (2015)
2411.53	107.6610	Cauquoin et al. (2015)
2411.64	114.6941	Cauquoin et al. (2015)
2411.75	92.2866	Cauquoin et al. (2015)
2411.86	107.3082	Cauquoin et al. (2015)
2411.97	134.1974	Cauquoin et al. (2015)
2412.08	105.9690	Cauquoin et al. (2015)
2412.19	91.1682	Cauquoin et al. (2015)
2412.30	103.4444	Cauquoin et al. (2015)
2412.41	127.5162	Cauquoin et al. (2015)
2412.52	109.4679	Cauquoin et al. (2015)
2412.63	88.8461	Cauquoin et al. (2015)
2412.74	117.0120	Cauquoin et al. (2015)
2412.85	109.3498	Cauquoin et al. (2015)
2412.96	111.6035	Cauquoin et al. (2015)
2413.07	106.8617	Cauquoin et al. (2015)
2413.18	127.0054	Cauquoin et al. (2015)
2413.29	130.6480	Cauquoin et al. (2015)
2413.40	120.9157	Cauquoin et al. (2015)
2413.51	112.2980	Cauquoin et al. (2015)
2413.62	111.5072	Cauquoin et al. (2015)
2413.73	114.9508	Cauquoin et al. (2015)
2413.84	105.3491	Cauquoin et al. (2015)
2413.95	128.0988	Cauquoin et al. (2015)
2414.06	144.2709	Cauquoin et al. (2015)
2414.17	112.3793	Cauquoin et al. (2015)
2414.28	110.6533	Cauquoin et al. (2015)
2414.39	110.1220	Cauquoin et al. (2015)
2414.50	124.8525	Cauquoin et al. (2015)
2414.61	164.9991	Cauquoin et al. (2015)
2414.72	130.5615	Cauquoin et al. (2015)
2414.83	90.6111	Cauquoin et al. (2015)
2414.94	117.8763	Cauquoin et al. (2015)
2415.05	94.8616	Cauquoin et al. (2015)
2415.16	120.7963	Cauquoin et al. (2015)
2415.27	121.7893	Cauquoin et al. (2015)
2415.38	111.1690	Cauquoin et al. (2015)
2415.49	111.8753	Cauquoin et al. (2015)
2415.60	129.2597	Cauquoin et al. (2015)
2415.71	108.7879	Cauquoin et al. (2015)
2415.82	115.4625	Cauquoin et al. (2015)
2415.93	98.6296	Cauquoin et al. (2015)
2416.04	105.2684	Cauquoin et al. (2015)
2416.15	105.5055	Cauquoin et al. (2015)
2416.26	103.3339	Cauquoin et al. (2015)
2416.37	103.6275	Cauquoin et al. (2015)
2416.48	112.8069	Cauquoin et al. (2015)
2416.59	103.0953	Cauquoin et al. (2015)
2416.70	85.8476	Cauquoin et al. (2015)
2416.81	112.1276	Cauquoin et al. (2015)
2416.92	117.0867	Cauquoin et al. (2015)
2417.03	87.7926	Cauquoin et al. (2015)
2417.14	114.0698	Cauquoin et al. (2015)
2417.25	94.9365	Cauquoin et al. (2015)
2417.36	93.5971	Cauquoin et al. (2015)
2417.47	100.3371	Cauquoin et al. (2015)
2417.58	103.9981	Cauquoin et al. (2015)
2417.69	101.5911	Cauquoin et al. (2015)
2417.80	90.4364	Cauquoin et al. (2015)
2417.91	112.1439	Cauquoin et al. (2015)
2418.02	124.9673	Cauquoin et al. (2015)
2418.13	98.8932	Cauquoin et al. (2015)
2418.24	105.9670	Cauquoin et al. (2015)
2418.35	88.7652	Cauquoin et al. (2015)
2418.46	83.2882	Cauquoin et al. (2015)
2418.57	99.1281	Cauquoin et al. (2015)
2418.68	117.1898	Cauquoin et al. (2015)
2418.79	123.5247	Cauquoin et al. (2015)
2418.90	98.7511	Cauquoin et al. (2015)
2419.01	99.2935	Cauquoin et al. (2015)
2419.12	89.2539	Cauquoin et al. (2015)
2419.23	85.7399	Cauquoin et al. (2015)
2419.34	101.4623	Cauquoin et al. (2015)
2419.45	89.0273	Cauquoin et al. (2015)
2419.56	99.6343	Cauquoin et al. (2015)
2419.67	89.4701	Cauquoin et al. (2015)
2419.78	83.2961	Cauquoin et al. (2015)
2419.89	89.9630	Cauquoin et al. (2015)
2420.00	95.4097	Cauquoin et al. (2015)
2420.11	87.2757	Cauquoin et al. (2015)
2420.22	91.5799	Cauquoin et al. (2015)
2420.33	94.3566	Cauquoin et al. (2015)
2420.44	99.1027	Cauquoin et al. (2015)
2420.55	82.3814	Cauquoin et al. (2015)
2420.66	77.3843	Cauquoin et al. (2015)
2420.77	70.2414	Cauquoin et al. (2015)
2420.88	69.0153	Cauquoin et al. (2015)
2420.99	88.5018	Cauquoin et al. (2015)
2421.10	92.3600	Cauquoin et al. (2015)
2421.21	85.8819	Cauquoin et al. (2015)
2421.32	89.8040	Cauquoin et al. (2015)
2421.43	79.4845	Cauquoin et al. (2015)
2421.54	84.1396	Cauquoin et al. (2015)
2421.65	82.3866	Cauquoin et al. (2015)
2421.76	82.3015	Cauquoin et al. (2015)
2421.87	90.6482	Cauquoin et al. (2015)
2421.98	80.5582	Cauquoin et al. (2015)
2422.09	89.3429	Cauquoin et al. (2015)
2422.20	105.8149	Cauquoin et al. (2015)
2422.31	78.1019	Cauquoin et al. (2015)
2422.42	103.3956	Cauquoin et al. (2015)
2422.53	95.2853	Cauquoin et al. (2015)
2422.64	86.3047	Cauquoin et al. (2015)
2422.75	77.0079	Cauquoin et al. (2015)
2422.86	70.1563	Cauquoin et al. (2015)
2422.97	104.5979	Cauquoin et al. (2015)
2423.08	124.4579	Cauquoin et al. (2015)
2423.19	91.0636	Cauquoin et al. (2015)
